0,1,2,3,4,5,6,7
0.0002172215297567559,0.00038257498469698725,0.0005800198427840797,0.000653423941453235,0.0007629647219153657,0.5454545454545454,0.33333333333333337,0.0
0.0008740580602117076,0.0010457049581718003,0.0010277544582665277,0.001489806586513348,0.001326670727552437,0.5454545454545454,0.43333333333333335,0.0008826695982303012
0.0013498766492027192,0.0036727198530911997,0.0031392302017349827,0.001359121798222701,0.0012203305836318568,0.5454545454545454,0.4666666666666667,0.001285312031395619
0.001168858707738779,0.0012701489491940554,0.0010124907781932924,0.0016048092002091119,0.001293633012936335,0.5454545454545454,0.5,0.0016081514597894309
0.0012619536490630634,0.001377269944909193,0.0009005571243226596,0.0011134343962362903,0.0010757905821864866,0.5454545454545454,0.5333333333333333,0.001584832399953634
0.0007551034129639755,0.0001020199959191892,0.00027983413467655427,0.0,0.00026843143125576674,0.5454545454545454,0.5666666666666667,0.0013496985466090183
0.00025859705923422793,0.0005100999795960015,2.5439466788790277e-05,0.00031887088342916203,0.0001662210016622201,0.5454545454545454,0.6666666666666666,0.0010660552910133347
0.0,0.0,0.0,0.0002195504443282814,0.0,0.5454545454545454,0.7,0.0009243848052699621
0.00024308123568017592,0.0006631299734748131,0.0009005571243226596,0.0010245687401986558,0.000978742295501711,0.5454545454545454,0.7333333333333334,0.0010541471291442839
0.0010137004721982312,0.0012140379514384847,0.0007987992571675817,0.0013434396236278179,0.0009694504382659341,0.5454545454545454,0.7666666666666666,0.0011441453525005418
0.0009516371779819677,0.001061007957559701,0.0005952835228573428,0.0012650287506534297,0.0008878885803074721,0.5454545454545454,0.8,0.0012077412785058417
0.0009050897073198394,0.0024484799020607906,0.0019181357958737155,0.0015786722425509825,0.0013369950133699515,0.5454545454545454,0.9,0.0013969844179427537
0.001442971590527059,0.0016272189349112454,0.001399170673382688,0.001996863565081025,0.0016384641592417926,0.5454545454545454,0.9333333333333333,0.0015960600954301185
0.0015929578848828951,0.0017598449296061802,0.0015874227276196085,0.0021014113957135427,0.0018057175894857502,0.5454545454545454,0.9666666666666667,0.0017883883597705486
0.001675708943837867,0.0018057539277698542,0.0014754890737490034,0.002054364871928921,0.001735512445926568,0.5454545454545454,1.0,0.001952755344030055
0.001649849237914447,0.0018363599265455999,0.002019893663028821,0.0019602718243596773,0.0019925871627829994,0.6363636363636364,0.0,0.0022258186558113124
0.0023015138271847424,0.0024331769026729178,0.0029865934010022965,0.002613695765812857,0.003054956173406731,0.6363636363636364,0.09999999999999998,0.002669645973018109
0.0033824495347838657,0.0035706998571720105,0.0034902948434200887,0.0034343962362780867,0.003416306177020212,0.6363636363636364,0.13333333333333336,0.0029965423723482543
0.00296869424000909,0.0028055498877780083,0.0028848355338472187,0.0031207527443805616,0.002931064743596362,0.6363636363636364,0.16666666666666669,0.0032577590259536826
0.0027618165926216742,0.0030095898796163867,0.0027321987331145603,0.0033716675378986094,0.0030157238873000924,0.6363636363636364,0.2,0.00355788396272963
0.0031548841226577418,0.0033666598653335905,0.00302729654786435,0.0037637219027705365,0.0033357767476434874,0.6363636363636364,0.23333333333333334,0.0038595109323452392
0.0033359020641217374,0.003478881860844704,0.0035259100969243506,0.0037637219027705365,0.0037838507521242293,0.6363636363636364,0.33333333333333337,0.0042123290586777995
0.0038582681237748773,0.004060395837584149,0.004360324607596208,0.004547830632514377,0.004409502472666457,0.6363636363636364,0.3666666666666667,0.004656626242060952
0.004711638419247877,0.004998979800040798,0.005123508611259514,0.005436487192890763,0.005245769623886273,0.6363636363636364,0.4,0.00516929078984657
0.00547191377339655,0.006019179759232815,0.005622122160319529,0.005750130684788288,0.005709330057093301,0.6363636363636364,0.43333333333333335,0.005627186624334202
0.005342615243779436,0.00551928177922871,0.005276145411992159,0.005791949817041328,0.005464644483217887,0.6363636363636364,0.5666666666666667,0.006056909875136046
0.005378818832072238,0.005697816772087319,0.00516421175812154,0.005750130684788288,0.005301520767300935,0.6363636363636364,0.6,0.00644136165472825
0.005249520302455096,0.005447867782085308,0.00583072578798749,0.005990590695243075,0.00597776148834904,0.6363636363636364,0.6333333333333333,0.006913237572440667
0.006216673303991185,0.0064272597429096134,0.00608003256251749,0.006617877679038167,0.006391765349631956,0.6363636363636364,0.6666666666666666,0.007389188777584543
0.006521817833887583,0.006534380738624779,0.006476888244422385,0.006889702038682707,0.006646775209324912,0.6363636363636364,0.7,0.007850696165424165
0.006661460245874065,0.006733319730667223,0.006339515123763004,0.0058651332984840515,0.005927172487843177,0.6363636363636364,0.8,0.008193548175851273
0.005808089950401052,0.0054070597837175965,0.006700755552163609,0.005959226346053323,0.0065745052086021855,0.6363636363636364,0.8333333333333333,0.008637857321279446
